X,Y,OBJECTID,Name,Descr,TimeWhen,Extrude,AltMode,Symbology,Labeling,Class
-82.1013000000949,39.6419300001694,1130,May 2003,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 6313: A family witness's a hairy humanlike face in the cars headlights while pulled off the side of the road</b><br",2003-05-11 12:00:00,1,RelativeToGround, , ,A
-82.0100999996152,41.0300000002998,1131,May 2003,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 6330: A man standing on his back porch watches a large hair covered creature run down the railroad tracks and jump",2003-05-01 12:00:00,1,RelativeToGround, , ,A
-80.5759299995698,40.6893499996028,1132,July 2001,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 6620: A man driving down the road witness's a 'huge"" creature walk across the road</b><br></br><a href=""http://www.",2001-07-16 12:00:00,1,RelativeToGround, , ,A
-81.9872099998416,39.9041599997842,1133,July 2003,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 6722: Woman observes a sasquatch behind her fence near Zanesville, Ohio.  </b><br></br><a href=""http://www.bfro.net",2003-07-26 12:00:00,1,RelativeToGround, , ,A
-84.4590500002573,39.4969499999426,1134,1995 to 2003,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 6804: Two ourtdoorsmen chased by a large bear like biped recount 25+ years of strange occurrences. </b><br></br><a",1986-06-01 12:00:00,1,RelativeToGround, , ,A
-80.6483100000065,40.7797199995784,1135,November 2001,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 6900: Ongoing accounts with a screaming ape-like creature</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp",2001-11-01 12:00:00,1,RelativeToGround, , ,A
-82.2948600003887,40.8503500002524,1136,July 1963,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7026: Three teenage boys witness an ape-like creature lope across a field into the woods</b><br></br><a href=""http:",1963-07-01 12:00:00,1,RelativeToGround, , ,A
-81.6592899998336,39.3731000001649,1137,1990,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7085: Three boys playing games witness a huge creature walking through their front yard</b><br></br><a href=""http:/",1990-07-01 12:00:00,1,RelativeToGround, , ,A
-83.1142200003527,39.4926500003972,1138,July 1980,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7133: Father, son and cousin enounter a large hair covered creature while wading through a creek</b><br></br><a hre",1980-07-01 12:00:00,1,RelativeToGround, , ,A
-81.3910100000115,39.5473900003483,1139,November 1978 thru 1982,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7220: A man relates a series of occurrences on the family farm involving an upright walking hair covered creature <",1978-11-01 12:00:00,1,RelativeToGround, , ,A
-81.1715499996328,41.1335599996943,1140,October 2003,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7224: Ongoing Encounters with ""Fang"" on old family land</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#c",2003-10-10 12:00:00,1,RelativeToGround, , ,A
-82.4440099995618,40.9227600002739,1141,November 1958,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7425: A Teenager and His Dog Encounter an Ape-like Creature While Retrieving Their Trap Lines</b><br></br><a href=""",1958-11-01 12:00:00,1,RelativeToGround, , ,A
-81.4310999997651,41.1076500000475,1142,September 1978,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7431: Nine year old playing hide and seek comes face to face with a small ape-like creature</b><br></br><a href=""ht",1978-09-01 12:00:00,1,RelativeToGround, , ,A
-84.2171900002183,40.8072500001874,1143,November 2003,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7436: ""Ape-like"" Face Appears in Window, Startles Woman at Computer</b><br></br><a href=""http://www.bfro.net/gdb/cl",2003-11-22 12:00:00,1,RelativeToGround, , ,A
-84.1449299999195,39.8917199998781,1144,September 2003,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7718: Four teens camping hear grunting or snorting, observe creature walk from corn field into the woods</b><br></b",2003-09-03 12:00:00,1,RelativeToGround, , ,A
-82.2244000003597,39.4484000003597,1145,July 1980,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7803: Three college students witness a large creature standing just off of the railroad tracks.  </b><br></br><a hr",1980-07-01 12:00:00,1,RelativeToGround, , ,A
-83.1358499995778,39.2021199997383,1146,December 2002,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7932: A young hunter witness's a seven foot tall creature less than 25 feet away</b><br></br><a href=""http://www.bf",2002-12-01 12:00:00,1,RelativeToGround, , ,A
-82.7026299999745,39.7410699998807,1147,June 2000,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7936: Three people driving slow down to witness a dark biped walking toward the wood line near the Rock Mill Wildli",2000-06-29 12:00:00,1,RelativeToGround, , ,A
-82.666159999884,38.5485199995983,1148,August 1980,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7940: Bother and sister are followed by a brown, hairy creature walking on two legs</b><br></br><a href=""http://www",1980-08-25 12:00:00,1,RelativeToGround, , ,A
-81.9641900003682,41.0664799999521,1149,September 2001,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7973: A young teen sees a hairy creature on the family farm while riding his bike. </b><br></br><a href=""http://www",2001-09-25 12:00:00,1,RelativeToGround, , ,A
-82.476039999946,39.1702899995839,1150,May 2000,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7995: Young teen is chased by a seven foot tall hairy creature</b><br></br><a href=""http://www.bfro.net/gdb/classif",2000-05-25 12:00:00,1,RelativeToGround, , ,A
-82.4116599997092,39.1429899996888,1151,1986 or 1987?,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8017: A family is shocked to see a large, hairy creature run across a forest road with a pack of dogs in pursuit</b",1987-10-01 12:00:00,1,RelativeToGround, , ,A
-81.698180000007,40.0894599995794,1152,October 1996,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8042: Bowhunter turns around to see a creature staring at him almost motionless. </b><br></br><a href=""http://www.b",1996-10-25 12:00:00,1,RelativeToGround, , ,A
-82.2881399998611,40.0599799998772,1153,January 1984,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8236: Two girls witness a large, hair covered baboon like creature squatting in the middle of the road</b><br></br>",1984-01-15 12:00:00,1,RelativeToGround, , ,A
-82.3266899996438,39.4821900000685,1154,May 1979,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8394: Family has encounters with a large, hair covered creature just on the edge of Wayne National Forest</b><br></",1979-05-01 12:00:00,1,RelativeToGround, , ,A
-81.1562199995533,40.7343000004447,1155,August 1970's-1980's,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8406: Encounters with a hairy creature in the same area as the well known ""Minerva monster flap.""</b><br></br><a hr",1978-08-01 12:00:00,1,RelativeToGround, , ,A
-83.9374000002098,40.6559000002848,1156,March 2004,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8446: Three motorists have early morning road sighting near Hardin/Allen county line</b><br></br><a href=""http://ww",2004-03-25 12:00:00,1,RelativeToGround, , ,A
-81.2621700003452,40.5460500004073,1157,August 1976,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8494: A woman recounts her childhood sighting near Atwood Lake</b><br></br><a href=""http://www.bfro.net/gdb/classif",1976-08-01 12:00:00,1,RelativeToGround, , ,A
-81.7767699999355,41.0257199998782,1158,September 1976,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8587: A childhood encounter just outside of Wadsworth, Ohio</b><br></br><a href=""http://www.bfro.net/gdb/classify.a",1976-09-01 12:00:00,1,RelativeToGround, , ,A
-81.7966900003432,41.0601900003683,1159,October 2000,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8778: A possible sighting of the River Styx monster crossing a small clearing</b><br></br><a href=""http://www.bfro.",2000-10-01 12:00:00,1,RelativeToGround, , ,A
-80.6616000004396,40.4259099999466,1160,May 2002-2004,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8785: Family has series of experiences north of Steubenville off of State Route 213</b><br></br><a href=""http://www",2004-05-01 12:00:00,1,RelativeToGround, , ,A
-81.2062899999835,41.4444199998832,1161,February 1978,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8836: Brothers have sighting in their backyard during the ""Blizzard of 1978.""</b><br></br><a href=""http://www.bfro.",1978-02-05 12:00:00,1,RelativeToGround, , ,A
-82.8257599998241,40.4633899998487,1162,June 1978,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8944: Mini-bike rider has afternoon encounter near Fulton</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp",1978-06-20 12:00:00,1,RelativeToGround, , ,A
-80.8909599996043,41.4257899996089,1163,August 2004,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9129: Man has close encounter very near the Grand River State Game Preserve</b><br></br><a href=""http://www.bfro.ne",2004-08-07 12:00:00,1,RelativeToGround, , ,A
-81.5116999997551,40.1217999998702,1164,August 2004,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9188: While picnicking in early evening, a couple has sighting at Salt Fork State Park</b><br></br><a href=""http://",2004-08-18 12:00:00,1,RelativeToGround, , ,A
-81.6101399995613,39.9278100004312,1165,August 2004,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9281: Man has an early morning sighting near Pleasant City</b><br></br><a href=""http://www.bfro.net/gdb/classify.as",2004-08-17 12:00:00,1,RelativeToGround, , ,A
-82.8221400001609,40.5895999996403,1166,August 2002,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9537: Two Motorists Have An Early Evening Sighting North of Mt. Gilead</b><br></br><a href=""http://www.bfro.net/gdb",2002-08-15 12:00:00,1,RelativeToGround, , ,A
-83.5139400001308,39.9662699996608,1167,February 2003,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10330: Two motorists have a lengthy sighting along SR56 near the Madison and Clark County line. </b><br></br><a hre",2003-02-18 12:00:00,1,RelativeToGround, , ,A
-81.8131700003952,41.1201200004377,1168,September 1992,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10729: Driver encounters an unknown hairy biped just outside of Medina.</b><br></br><a href=""http://www.bfro.net/gd",1992-09-20 12:00:00,1,RelativeToGround, , ,A
-81.2207500004121,41.5723099998067,1169,February 2005,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10766: Motorist has a nighttime sighting just outside of Chardon.</b><br></br><a href=""http://www.bfro.net/gdb/clas",2005-02-24 12:00:00,1,RelativeToGround, , ,A
-83.0556000004397,40.2649399997812,1170,July 1976,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10861: Teenagers wading down the Olentangy River at night have a sighting south of Delaware.</b><br></br><a href=""h",1976-07-15 12:00:00,1,RelativeToGround, , ,A
-82.8766300002742,40.5094499997178,1171,January 2005,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10863: Two young men have a sighting while tending a campfire near Cardington.</b><br></br><a href=""http://www.bfro",2005-01-13 12:00:00,1,RelativeToGround, , ,A
-82.7110699997807,38.6055099998866,1172,February 1991,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10925: Four men have a sighting after vocalizations cause them to leave their campsite near Lake Vesuvius.</b><br><",1991-02-24 12:00:00,1,RelativeToGround, , ,A
-81.1835200003477,40.7173700003253,1173,May 2005,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 11771: A young man hears vocals and has a sighting north of Malvern</b><br></br><a href=""http://www.bfro.net/gdb/cl",2005-05-30 12:00:00,1,RelativeToGround, , ,A
-83.0336999995553,40.0815899999786,1174,1986-87,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 14646: Fisherman Observes White Creature Swimming in Antrim Lake</b><br></br><a href=""http://www.bfro.net/gdb/class",1987-05-15 12:00:00,1,RelativeToGround, , ,A
-81.574499999975,41.2962099999916,1175,July 1995,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 15885: Possible confrontation with hikers at night in Cuyahoga Valley National Park</b><br></br><a href=""http://www",1995-01-04 12:00:00,1,RelativeToGround, , ,A
-80.5118600001389,41.0530399997962,1176,July 1998,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 23125: Large creature dragging a dead animal crosses road south of North Jackson</b><br></br><a href=""http://www.bf",1998-07-01 12:00:00,1,RelativeToGround, , ,A
-81.5623200003677,40.1080099997617,1177,May 2003,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24141: Large creature mistaken for roadkill stands up and runs on two legs near Salt Fork Lake State Park</b><br></",2003-05-15 12:00:00,1,RelativeToGround, , ,A
-81.5625500001823,41.2584000001599,1178,September 2005,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 25715: Man recalls early evening sighting near Brandywine Ski Resort</b><br></br><a href=""http://www.bfro.net/gdb/c",2005-09-14 12:00:00,1,RelativeToGround, , ,A
-83.8058200000929,38.8177199995783,1179,July 1986,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 25961: Young woman has close encounter at night outside of Georgetown</b><br></br><a href=""http://www.bfro.net/gdb/",1986-07-27 12:00:00,1,RelativeToGround, , ,A
-84.3687400003507,39.6366199999131,1180,February 2005,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 26369: Late night sighting by motorists north of Germantown</b><br></br><a href=""http://www.bfro.net/gdb/classify.a",2005-02-15 12:00:00,1,RelativeToGround, , ,A
-80.7759199996083,41.0908699996508,1181,October 2001,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 26709: Young man recalls encounter behind his house and close to the Meander Creek Reservoir</b><br></br><a href=""h",2001-09-30 12:00:00,1,RelativeToGround, , ,A
-81.3280899996538,40.3683100003063,1182,September 1988,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 26997: Man recalls childhood observation of rock throwing near Urichsville</b><br></br><a href=""http://www.bfro.net",1988-09-15 12:00:00,1,RelativeToGround, , ,A
-80.9750699995808,40.9581799996074,1183,August 2009,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 27613: Woman recounts nighttime sighting of a small bigfoot outside her home near Beloit</b><br></br><a href=""http:",2009-08-12 12:00:00,1,RelativeToGround, , ,A
-81.1123999995603,41.1538399996164,1184,February 1994,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 28820: Man recounts sighting from his teens near Edinburg</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp",1994-02-12 12:00:00,1,RelativeToGround, , ,A
-82.1428499997277,38.9264000003598,1185,February 2011,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 28912: Motorist traveling near the Ohio River has bigfoot sighting outside Chesire</b><br></br><a href=""http://www.",2011-02-22 12:00:00,1,RelativeToGround, , ,A
-81.3933099999565,40.4767200003278,1186,June 2008,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 29158: Evening sighting at a cornfield near New Philadelphia</b><br></br><a href=""http://www.bfro.net/gdb/classify.",2008-06-20 12:00:00,1,RelativeToGround, , ,A
-80.9595200001478,41.8128700001504,1187,July 2011,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 30035: Man describes his dusk sighting near Geneva</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classi",2011-07-15 12:00:00,1,RelativeToGround, , ,A
-81.605759999924,41.2373899998487,1188,June 2011,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 31852: Daylight sighting behind a home in Cuyahoga National Park</b><br></br><a href=""http://www.bfro.net/gdb/class",2011-06-04 12:00:00,1,RelativeToGround, , ,A
-80.5352800000719,40.6360599999691,1189,August 1973,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 33014: Memory told of a daylight sightling while walking down railroad tracks near East Liverpool</b><br></br><a hr",1973-08-30 12:00:00,1,RelativeToGround, , ,A
-84.045179999957,40.0434199997333,1190,February 2009,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 33979: Witness has numerous encounters and collects physical evidence over a seven month period near Christianburg<",2009-02-06 12:00:00,1,RelativeToGround, , ,A
-82.1729500001424,40.6128600002888,1191,June 2012,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 36830: Multiple witnesses watch figure cross road near Nashville, Ohio</b><br></br><a href=""http://www.bfro.net/gdb",2012-06-28 12:00:00,1,RelativeToGround, , ,A
-81.2285300003592,41.5621000002149,1192,2004?,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 39158: Recollection of a daylight sighting while riding mini-bikes near Chardon</b><br></br><a href=""http://www.bfr",2004-07-01 12:00:00,1,RelativeToGround, , ,A
-82.1729500001424,40.6128600002888,1193,June 2012,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 39360: Late night road crossing on SR 39 west of Nashville</b><br></br><a href=""http://www.bfro.net/gdb/classify.as",2012-06-21 12:00:00,1,RelativeToGround, , ,A
-81.5093300001793,40.1034800004018,1194,May 2013,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 41232: Sighting of two animals walking a ridge line in Salt Fork State Park</b><br></br><a href=""http://www.bfro.ne",2013-05-05 12:00:00,1,RelativeToGround, , ,A
-81.3121900002683,40.7943800002368,1195,September 2011,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 42745: Strange occurrences outside a home lead to a daylight sighting by a father and son near East Canton</b><br><",2011-09-09 12:00:00,1,RelativeToGround, , ,A
-84.1722699998606,39.1359499996928,1196,May 2014,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img>(New)<b>
          Report 46635: Father and son have multiple encounters outside Cincinnati</b><br></br><a href=""http://www.bfro.net/gdb",2015-01-22 12:00:00,1,RelativeToGround, , ,A
-96.3022199997532,34.2986099996518,1197,June 1992,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 742: Boys have early morning encounter at watermelon patch off road</b><br></br><a href=""http://www.bfro.net/gdb/cl",1992-06-17 12:00:00,1,RelativeToGround, , ,A
-95.702079999892,35.7016599999091,1198,September 1997,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1296: A geologist witnesses a reddish-brown animal hanging from a low branch over the bridge on the opposite bank o",1997-09-28 12:00:00,1,RelativeToGround, , ,A
-96.7536100000015,33.8944399997063,1199,July 1997,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1297: Man and his mother witness a Sasquatch while walking in the woods. </b><br></br><a href=""http://www.bfro.net/",1997-07-15 12:00:00,1,RelativeToGround, , ,A
-97.4790000003497,35.7411099998267,1200,July 1997,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1298: Morning road crossing sighting near the town of Edmond. </b><br></br><a href=""http://www.bfro.net/gdb/classif",1997-07-07 12:00:00,1,RelativeToGround, , ,A
-95.0116700001703,34.3963899995989,1201,January 2000,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1299: Sighting by logger, Recent incidents near a rural home. </b><br></br><a href=""http://www.bfro.net/gdb/classif",2000-01-28 12:00:00,1,RelativeToGround, , ,A
-94.6563900001983,34.4433299995799,1202,July 2000,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1302: Brief sighting by a fisherman ; Tracks found ; Report from investigators. </b><br></br><a href=""http://www.bf",2000-07-01 12:00:00,1,RelativeToGround, , ,A
-98.3155600002937,34.957500000025,1203,March 1992,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1305: Creature observed running across the road. </b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classif",1992-03-01 12:00:00,1,RelativeToGround, , ,A
-94.8486099998516,34.6136100001015,1204,January 2000,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 1506: Nighttime sighting by trucker near Honobia</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classifi",2000-01-28 12:00:00,1,RelativeToGround, , ,A
-94.7066700004202,34.7883300003293,1205,March 2000,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 2018: Young man has road cross encounter at dusk</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classifi",2004-12-14 12:00:00,1,RelativeToGround, , ,A
-96.9719999996003,34.49500000005,1206,October 1996,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 2032: Creature observed kneeling beside a creek late at night</b><br></br><a href=""http://www.bfro.net/gdb/classify",1996-10-31 12:00:00,1,RelativeToGround, , ,A
-94.8299999996003,35.9280600001689,1207,August 1990,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 2041: August 1 1990 Oklahoma, Cherokee County, near Eldon</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp",2001-03-26 12:00:00,1,RelativeToGround, , ,A
-97.1224999998751,36.0230599996193,1208,1997,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 2788: Rural family's dog chases young sasquatch</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classific",1997-12-30 12:00:00,1,RelativeToGround, , ,A
-98.5749999998501,35.5055600002938,1209,October 1999,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 3042: Daylight sighting from interstate highway. </b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classif",1999-10-03 12:00:00,1,RelativeToGround, , ,A
